project_id,project_progress,task_completion_rate,blocked_task_ratio,overdue_task_ratio,requirement_completion_rate,milestone_completion_rate,open_issue_count,critical_issue_count,api_test_failure_rate,avg_api_response_time_ms,technical_review_score,days_remaining,development_velocity,risk_level
DP-1817,27.7,31.37,8.36,6.88,33.26,10.86,3,1,15.1,219.33,100.0,9,2.96,MEDIUM
DP-1818,50.58,75.23,6.35,3.98,40.93,50.81,5,1,15.68,179.81,91.88,80,5.03,LOW
DP-1819,43.61,50.98,4.65,1.8,46.82,39.76,5,0,4.96,192.02,75.02,14,4.61,LOW
DP-1820,61.67,66.9,3.09,0.0,45.47,52.28,3,0,10.06,253.46,99.45,16,6.19,LOW
DP-1821,61.9,55.05,6.14,8.94,81.65,33.64,4,1,14.73,218.57,87.11,40,5.33,MEDIUM
DP-1822,77.87,72.17,0.0,4.89,80.03,64.8,2,0,11.43,229.64,88.97,41,6.01,LOW
DP-1823,64.45,69.59,0.66,0.0,55.11,50.32,3,2,0.91,147.1,83.55,15,5.1,LOW
DP-1824,68.62,70.22,2.59,0.0,82.41,100.0,6,2,1.03,150.98,80.72,22,4.54,MEDIUM
DP-1825,74.13,71.33,0.14,9.12,80.65,86.92,6,0,7.52,212.9,74.64,5,6.0,LOW
DP-1826,46.73,46.6,0.0,2.84,42.88,52.49,5,1,1.87,133.91,88.18,14,5.01,LOW
DP-1827,41.93,45.23,8.97,8.11,75.2,29.75,4,1,17.61,253.18,79.16,29,2.89,MEDIUM
DP-1828,43.77,24.21,0.0,0.0,60.63,41.53,6,1,10.85,303.44,99.3,33,2.43,MEDIUM
DP-1829,47.07,35.3,0.0,5.22,64.63,19.48,6,1,15.77,165.13,77.51,58,4.17,MEDIUM
DP-1830,6.2,5.0,13.54,6.6,6.13,0.0,7,2,21.54,282.4,77.99,18,0.86,HIGH
DP-1831,31.38,36.2,6.94,1.45,27.1,48.03,3,1,13.69,221.94,79.85,14,4.6,MEDIUM
DP-1832,42.95,43.04,8.76,20.94,23.89,48.57,5,0,2.97,125.8,89.55,26,3.17,MEDIUM
DP-1833,70.3,94.26,12.11,8.95,52.87,81.61,3,0,14.6,93.53,76.57,41,5.95,LOW
DP-1834,88.49,85.21,0.0,4.87,89.65,74.34,3,1,4.95,120.33,74.09,5,6.07,LOW
DP-1835,33.88,34.78,6.47,5.35,13.1,15.5,1,1,10.17,204.35,90.46,13,3.92,HIGH
DP-1836,28.69,24.31,5.7,10.66,31.1,2.07,7,0,11.37,144.5,81.89,26,2.75,HIGH
DP-1837,42.14,46.32,3.07,19.19,64.44,36.95,6,1,5.6,156.96,86.45,30,4.38,HIGH
DP-1838,69.89,66.75,11.77,0.28,56.6,61.68,1,0,8.41,175.12,91.07,40,4.06,LOW
DP-1839,43.89,46.79,4.02,9.93,47.05,38.78,4,0,10.72,152.79,90.67,36,4.23,MEDIUM
DP-1840,73.46,60.23,2.23,0.0,81.59,58.92,4,1,12.97,269.94,73.17,42,4.92,MEDIUM
DP-1841,65.5,67.07,0.0,0.0,70.75,83.97,3,0,11.61,180.19,90.13,28,5.69,LOW
DP-1842,24.71,30.57,2.42,0.0,9.43,0.5,6,1,12.96,231.66,87.21,24,2.91,HIGH
DP-1843,24.87,24.1,8.55,0.0,42.7,32.45,8,1,21.63,293.47,81.65,29,4.48,HIGH
DP-1844,63.3,54.93,4.51,1.1,65.18,69.9,6,1,9.0,166.37,89.27,11,3.68,MEDIUM
DP-1845,73.21,69.61,0.0,1.91,100.0,87.62,4,0,15.14,255.23,80.61,42,5.68,LOW
DP-1846,75.7,66.34,4.47,1.45,100.0,77.23,2,0,17.96,181.3,72.87,20,5.12,LOW
DP-1847,64.19,63.19,0.0,0.0,78.19,63.59,6,1,10.41,176.69,86.52,13,5.08,LOW
DP-1848,81.62,78.01,2.36,2.76,84.06,72.08,2,0,1.89,251.28,86.39,34,5.66,LOW
DP-1849,46.81,28.44,2.98,4.68,40.59,48.05,5,0,11.06,175.42,74.52,24,1.89,MEDIUM
DP-1850,47.67,53.59,6.83,2.79,54.85,40.16,5,0,11.01,213.8,80.71,28,3.55,MEDIUM
DP-1851,59.59,44.39,0.0,3.08,59.87,56.32,3,0,7.22,240.18,97.97,30,3.13,LOW
DP-1852,52.86,85.49,4.17,0.0,59.29,79.97,6,1,8.71,129.97,90.16,23,6.63,LOW
DP-1853,88.9,99.32,1.46,2.97,100.0,78.19,2,0,4.49,185.83,96.68,27,6.97,LOW
DP-1854,70.97,55.27,0.0,0.88,92.09,94.7,6,0,4.77,247.72,69.24,22,4.4,LOW
DP-1855,25.67,31.93,4.73,8.08,36.15,55.23,7,0,10.1,214.68,85.46,23,3.01,MEDIUM
DP-1856,39.4,33.04,8.26,4.56,42.04,26.88,6,0,14.37,321.27,85.29,47,3.31,MEDIUM
DP-1857,60.9,46.54,5.18,4.57,63.34,68.79,3,1,11.09,210.91,76.88,64,3.51,MEDIUM
DP-1858,72.42,71.45,0.0,1.74,78.01,75.95,2,1,5.32,287.19,86.66,21,6.19,LOW
DP-1859,53.57,42.97,8.7,4.01,56.28,63.6,6,0,8.72,261.67,87.92,34,3.22,MEDIUM
DP-1860,87.74,100.0,1.5,9.48,84.26,63.56,0,0,6.15,214.27,82.53,22,7.64,LOW
DP-1861,21.86,34.55,1.08,1.1,14.73,28.41,3,1,13.05,249.12,91.93,23,4.21,MEDIUM
DP-1862,59.45,66.92,7.8,11.77,80.73,67.82,5,0,9.19,269.96,76.73,54,4.07,MEDIUM
DP-1863,68.64,66.06,14.61,6.99,53.92,39.79,3,0,24.87,140.56,76.68,26,5.39,MEDIUM
DP-1864,53.8,47.31,0.0,0.0,45.95,63.59,4,1,12.36,119.21,87.87,9,4.23,MEDIUM
DP-1865,77.65,79.32,0.0,0.0,88.29,100.0,4,0,0.15,209.68,77.63,25,5.27,LOW
DP-1866,70.38,63.28,4.86,8.9,69.57,50.68,5,1,6.51,142.72,83.34,43,3.89,MEDIUM
DP-1867,42.22,29.68,0.0,0.54,62.32,35.69,7,1,19.26,183.79,92.74,17,1.53,MEDIUM
DP-1868,70.1,48.76,8.07,0.0,80.37,63.62,1,0,10.02,136.93,81.91,21,4.56,LOW
DP-1869,65.39,37.79,7.07,12.86,59.11,38.61,6,1,4.32,186.49,78.26,27,3.98,MEDIUM
DP-1870,45.22,41.5,3.69,13.81,66.01,45.15,3,0,8.1,249.66,85.22,19,2.89,MEDIUM
DP-1871,63.11,75.16,0.0,7.87,57.38,64.46,2,0,0.0,199.99,84.78,65,5.66,LOW
DP-1872,52.21,51.48,14.23,7.84,37.84,50.84,6,0,11.65,193.57,80.67,30,3.36,MEDIUM
DP-1873,58.08,69.68,0.0,3.02,50.48,65.21,2,1,12.54,224.6,92.32,20,4.58,LOW
DP-1874,78.05,76.8,3.52,0.0,82.15,76.89,5,0,4.93,140.26,84.35,43,4.98,LOW
DP-1875,49.57,54.06,4.37,0.0,33.81,18.18,12,4,17.32,219.86,87.26,79,3.69,HIGH
DP-1876,54.36,53.58,7.8,0.0,29.78,40.74,3,0,11.07,237.03,84.91,14,3.71,MEDIUM
DP-1877,88.64,90.62,3.21,0.0,100.0,100.0,2,0,7.21,219.2,92.82,67,6.31,LOW
DP-1878,28.84,18.66,7.06,3.87,30.85,31.77,3,0,10.7,161.91,85.96,31,2.07,MEDIUM
DP-1879,77.0,90.41,12.3,3.39,84.63,90.22,2,0,11.15,270.99,85.06,33,6.31,LOW
DP-1880,48.99,60.01,5.72,9.24,69.86,46.73,2,0,13.69,275.51,78.43,26,3.66,MEDIUM
DP-1881,63.82,72.85,0.0,0.0,31.42,26.91,3,1,1.36,255.49,94.87,15,5.97,MEDIUM
DP-1882,55.37,46.56,8.8,0.23,68.57,72.9,6,0,5.99,138.79,95.81,15,4.85,MEDIUM
DP-1883,86.07,82.81,0.0,11.54,68.2,81.04,4,0,3.5,205.54,76.32,32,6.23,LOW
DP-1884,43.9,49.87,12.57,9.53,5.0,29.27,4,1,11.95,204.24,73.32,6,2.67,HIGH
DP-1885,60.98,55.9,0.0,5.26,72.07,59.9,3,0,3.46,225.4,100.0,29,4.25,LOW
DP-1886,62.14,53.5,8.27,5.15,100.0,32.66,7,0,3.91,236.17,82.17,24,2.87,LOW
DP-1887,52.85,52.98,8.4,0.0,62.42,60.35,7,1,2.75,151.7,82.84,61,3.83,MEDIUM
DP-1888,46.1,61.91,7.61,2.91,68.72,47.06,0,0,5.3,150.97,83.99,48,4.77,LOW
DP-1889,9.74,8.31,0.0,14.03,5.0,16.65,5,0,16.1,133.06,78.26,32,2.25,HIGH
DP-1890,22.11,12.99,15.63,8.89,24.8,39.19,6,1,18.29,246.94,74.7,43,0.92,HIGH
DP-1891,85.56,90.63,0.0,1.51,82.16,100.0,8,0,11.93,167.67,88.7,15,6.6,LOW
DP-1892,54.65,57.51,0.0,18.22,53.42,86.15,3,3,12.04,80.0,80.05,20,6.36,HIGH
DP-1893,35.23,31.64,12.38,12.96,9.2,20.99,5,0,9.58,275.74,79.79,26,2.39,HIGH
DP-1894,51.42,57.32,9.38,6.04,36.37,25.07,4,0,3.73,158.6,79.12,31,4.75,MEDIUM
DP-1895,86.52,77.96,0.0,0.0,100.0,89.09,3,1,4.81,125.9,76.12,11,5.94,LOW
DP-1896,83.92,90.22,6.47,4.35,77.06,65.96,1,0,6.93,174.8,83.0,23,7.07,LOW
DP-1897,67.41,60.44,0.0,10.17,50.37,70.2,2,0,4.65,268.01,83.0,61,5.07,LOW
DP-1898,49.94,61.47,0.0,0.0,59.11,65.46,4,0,6.03,182.3,96.5,40,5.04,LOW
DP-1899,65.21,80.29,3.22,6.89,77.32,76.54,4,0,0.54,165.18,91.52,18,5.01,LOW
DP-1900,58.41,51.29,8.62,9.85,66.94,28.74,5,1,9.46,156.22,72.18,25,3.02,MEDIUM
DP-1901,65.51,75.14,1.62,0.0,81.44,90.66,3,0,6.14,297.6,88.64,16,5.97,LOW
DP-1902,67.04,56.66,2.33,5.25,60.03,75.04,4,0,3.4,245.6,88.68,28,5.06,LOW
DP-1903,58.61,69.34,14.55,0.0,41.83,63.4,3,0,13.79,211.78,94.23,27,4.72,LOW
DP-1904,64.8,56.0,5.57,4.24,68.21,41.13,4,0,17.86,139.35,79.46,45,4.21,LOW
DP-1905,84.94,84.42,8.15,7.85,91.28,85.06,4,0,7.61,139.9,96.33,12,5.99,LOW
DP-1906,57.55,55.44,0.0,5.96,57.13,47.08,4,0,0.0,194.36,87.57,45,5.2,LOW
DP-1907,43.94,37.88,0.0,5.44,46.95,45.82,5,0,14.07,267.94,81.14,48,3.68,MEDIUM
DP-1908,27.89,22.44,1.07,20.9,5.0,11.75,4,1,10.27,140.86,83.32,55,2.67,HIGH
DP-1909,67.88,55.3,0.0,0.0,69.46,83.06,1,0,7.34,94.46,82.72,27,3.51,LOW
DP-1910,46.65,55.84,7.93,10.4,43.46,64.97,8,1,9.24,314.94,90.92,20,5.96,MEDIUM
DP-1911,40.6,35.13,7.77,5.42,50.67,30.46,4,0,13.33,366.02,86.15,4,2.39,MEDIUM
DP-1912,79.44,74.27,0.0,0.0,72.19,73.17,3,1,10.23,324.27,91.8,9,5.88,LOW
DP-1913,69.61,59.32,0.77,2.24,94.2,79.4,5,0,6.28,145.17,93.48,43,4.85,LOW
DP-1914,63.89,70.61,0.0,6.13,53.18,49.05,5,1,2.59,113.15,80.03,7,6.66,LOW
DP-1915,57.67,41.13,4.79,12.66,48.48,70.82,3,1,11.04,274.13,92.06,13,3.09,MEDIUM
DP-1916,58.7,61.69,0.0,10.99,41.32,54.48,2,0,7.78,211.08,73.71,57,5.32,LOW
DP-1917,68.87,73.05,5.49,12.92,53.71,75.97,2,0,0.0,229.48,85.05,53,3.94,LOW
DP-1918,61.55,76.05,0.0,0.55,30.67,65.97,4,1,1.87,168.65,73.46,14,6.5,MEDIUM
DP-1919,38.03,25.76,8.0,0.0,14.45,29.86,6,2,15.41,250.51,80.12,46,2.7,HIGH
DP-1920,8.62,6.42,13.94,27.43,18.7,18.41,7,1,24.59,178.47,92.41,17,2.13,HIGH
DP-1921,24.94,30.31,0.0,0.0,21.43,29.96,6,0,5.03,80.0,92.63,30,3.45,MEDIUM
DP-1922,53.47,68.68,2.83,0.25,41.66,58.08,5,0,11.5,237.13,85.14,13,4.1,MEDIUM
DP-1923,52.1,46.35,0.0,5.05,35.15,72.27,6,0,7.8,151.33,84.79,30,2.85,LOW
DP-1924,38.48,23.7,1.22,10.72,11.08,37.88,8,1,16.8,315.94,76.39,27,3.02,HIGH
DP-1925,80.13,89.65,0.0,4.72,72.04,53.53,4,0,1.79,266.87,95.04,20,6.89,LOW
DP-1926,90.87,78.53,0.0,2.81,80.17,100.0,3,0,3.38,213.51,96.12,10,5.19,LOW
DP-1927,67.8,69.16,0.87,8.59,80.84,92.51,5,1,15.64,268.75,75.91,9,5.83,MEDIUM
DP-1928,22.59,17.77,0.0,2.45,14.98,11.29,5,1,18.28,212.49,92.92,29,2.79,MEDIUM
DP-1929,63.15,73.26,2.36,0.0,53.09,59.38,6,0,3.29,138.64,88.29,9,5.91,LOW
DP-1930,46.19,33.2,11.2,13.59,55.34,48.78,4,1,10.21,176.74,88.19,61,3.15,MEDIUM
DP-1931,24.5,36.02,6.36,0.0,21.74,36.95,8,0,14.99,158.87,76.02,63,3.49,MEDIUM
DP-1932,40.23,56.6,6.9,0.0,48.3,36.9,7,1,9.59,150.32,90.9,4,5.51,MEDIUM
DP-1933,64.08,77.25,4.81,13.07,65.51,63.98,6,1,7.62,140.11,85.01,29,5.42,MEDIUM
DP-1934,20.82,30.54,3.73,0.0,21.2,30.53,6,0,15.6,192.84,89.55,11,3.17,HIGH
DP-1935,66.25,55.31,1.26,10.16,56.78,52.48,3,1,11.99,101.91,80.53,14,3.95,MEDIUM
DP-1936,57.59,68.62,2.36,5.52,33.47,59.02,5,1,7.45,119.8,90.85,39,6.89,MEDIUM
DP-1937,71.28,74.99,2.64,4.13,77.75,50.36,7,1,1.01,119.15,89.58,39,6.04,LOW
DP-1938,31.65,10.17,2.13,7.4,37.86,28.67,5,0,10.8,264.59,97.88,48,2.67,MEDIUM
DP-1939,54.48,53.36,10.84,4.59,53.5,45.48,2,0,2.01,133.03,90.37,18,3.66,LOW
DP-1940,38.07,51.62,13.09,4.96,42.5,25.78,0,0,15.05,213.75,86.95,26,2.81,MEDIUM
DP-1941,30.11,19.42,0.0,6.06,32.08,12.21,5,0,20.77,204.38,84.86,28,1.2,MEDIUM
DP-1942,46.03,37.81,6.76,14.64,38.15,32.94,3,1,3.56,112.39,83.54,6,3.03,MEDIUM
DP-1943,44.53,41.77,2.58,9.16,58.71,53.6,6,0,6.55,159.82,88.04,17,3.46,MEDIUM
DP-1944,16.68,26.14,7.95,5.85,9.02,5.72,7,1,9.37,84.69,89.08,18,2.92,HIGH
DP-1945,42.85,23.08,12.43,10.77,46.61,27.14,4,0,3.53,176.4,86.34,37,1.25,MEDIUM
DP-1946,65.28,68.73,0.0,10.29,84.68,37.0,2,0,6.8,241.77,85.27,21,6.15,LOW
DP-1947,41.07,40.22,15.13,5.46,27.99,17.22,2,0,9.06,159.6,80.75,26,2.36,MEDIUM
DP-1948,62.77,50.31,2.21,9.11,46.18,57.81,2,0,3.63,168.85,76.22,15,3.24,MEDIUM
DP-1949,51.88,61.96,2.05,0.0,37.54,73.32,2,1,4.71,231.16,70.12,37,4.22,MEDIUM
DP-1950,49.77,35.84,1.81,1.38,46.96,41.69,7,1,7.17,332.81,83.35,29,2.74,MEDIUM
DP-1951,43.38,63.96,11.73,3.66,41.82,39.47,5,0,7.88,256.17,79.88,32,3.65,HIGH
DP-1952,64.78,61.06,2.1,0.0,31.32,92.87,3,0,7.06,146.91,72.04,16,4.68,MEDIUM
DP-1953,25.14,19.26,1.13,10.96,24.45,0.0,10,0,11.31,80.0,77.81,22,3.18,HIGH
DP-1954,19.49,27.3,4.26,5.91,10.21,38.08,5,0,18.6,192.6,92.97,16,1.5,MEDIUM
DP-1955,36.84,23.19,7.9,1.28,14.71,22.82,5,1,12.31,158.55,81.46,27,2.73,HIGH
DP-1956,63.43,51.14,5.4,0.9,46.46,53.73,4,0,5.78,156.22,93.64,33,4.11,LOW
DP-1957,30.64,42.01,0.0,0.0,23.95,44.85,6,0,17.0,80.0,90.51,9,4.0,MEDIUM
DP-1958,57.45,52.75,0.0,3.5,72.59,53.05,3,0,0.13,172.46,85.75,25,2.68,LOW
DP-1959,61.41,60.16,5.39,6.52,58.18,72.71,5,0,0.92,135.73,79.02,26,5.18,LOW
DP-1960,93.24,100.0,0.0,0.0,78.24,100.0,2,0,0.25,171.38,78.45,10,8.0,LOW
DP-1961,30.56,21.83,5.12,0.0,38.49,53.08,6,5,20.25,203.26,82.71,27,3.59,HIGH
DP-1962,58.11,54.35,3.2,2.51,55.59,50.16,5,0,1.35,258.31,91.28,59,4.77,LOW
DP-1963,71.62,61.63,2.19,16.38,81.36,100.0,0,0,7.09,167.12,82.33,16,4.84,LOW
DP-1964,62.71,60.98,11.97,8.36,52.73,64.82,3,0,15.48,274.78,82.26,16,3.73,MEDIUM
DP-1965,61.81,68.66,0.0,11.24,56.59,40.33,4,1,5.53,152.33,100.0,43,5.43,LOW
DP-1966,55.78,23.98,14.46,12.5,70.15,57.34,3,0,0.0,148.25,82.28,24,3.7,MEDIUM
DP-1967,59.86,55.64,2.33,13.39,62.52,29.85,3,1,1.89,85.25,82.38,56,3.66,MEDIUM
DP-1968,54.49,40.92,2.15,5.06,61.14,59.24,4,2,6.79,254.2,85.03,7,4.02,MEDIUM
DP-1969,52.08,36.16,0.0,2.35,77.29,58.86,3,0,15.35,197.88,83.6,20,3.67,LOW
DP-1970,58.27,57.36,0.0,19.78,40.25,68.53,2,0,0.32,220.88,81.86,20,3.74,LOW
DP-1971,55.64,60.41,3.5,2.81,76.33,60.56,4,1,6.23,199.5,90.77,41,4.9,MEDIUM
DP-1972,41.05,32.89,2.62,0.09,40.36,44.76,7,0,13.79,271.75,85.98,32,2.63,MEDIUM
DP-1973,38.1,43.39,9.68,0.0,28.74,44.12,6,2,15.64,223.87,76.11,61,3.71,HIGH
DP-1974,56.55,54.4,3.83,0.11,67.55,59.43,0,0,11.38,213.79,75.76,31,3.78,LOW
DP-1975,47.4,59.7,2.74,0.38,52.26,48.44,5,1,5.28,80.0,78.86,7,4.87,MEDIUM
DP-1976,15.36,18.77,9.59,9.38,5.0,32.48,9,4,14.2,273.59,85.77,46,2.43,HIGH
DP-1977,81.24,95.3,9.4,0.0,64.67,92.0,5,0,1.72,162.04,74.0,21,6.2,LOW
DP-1978,27.88,37.13,5.14,11.96,30.25,16.76,2,0,14.27,186.83,89.04,8,3.49,MEDIUM
DP-1979,57.87,56.53,4.94,0.0,46.16,60.25,4,0,5.43,169.62,77.26,25,3.97,LOW
DP-1980,11.16,35.61,10.04,0.0,9.52,24.0,3,1,18.35,260.68,80.73,16,2.21,HIGH
DP-1981,87.34,83.27,2.75,7.45,80.47,93.22,2,0,11.67,254.77,81.63,67,7.52,LOW
DP-1982,30.28,41.07,12.41,4.55,26.92,53.73,8,1,17.25,162.05,84.3,67,2.17,HIGH
DP-1983,66.46,60.18,0.0,0.0,72.11,34.1,6,1,7.44,187.1,100.0,40,4.9,LOW
DP-1984,62.68,79.73,3.76,4.52,68.4,41.29,5,1,6.89,274.48,90.45,17,8.0,LOW
DP-1985,47.27,32.89,0.0,9.11,22.69,33.99,3,0,0.0,96.95,78.31,73,3.89,MEDIUM
DP-1986,59.08,38.39,0.0,0.0,25.99,30.73,7,0,10.87,137.82,95.7,32,2.79,MEDIUM
DP-1987,40.81,25.48,15.48,0.0,49.89,15.6,8,1,9.97,251.15,91.35,17,2.29,HIGH
DP-1988,49.11,31.55,0.0,8.8,51.3,68.36,3,0,3.01,184.82,92.07,78,3.02,LOW
DP-1989,56.93,68.15,0.0,2.42,64.8,69.51,3,1,13.47,229.54,88.75,2,5.37,LOW
DP-1990,44.9,49.82,5.43,2.91,40.24,35.97,4,0,11.25,227.81,91.68,45,3.54,MEDIUM
DP-1991,68.81,64.31,10.99,8.66,52.13,73.21,3,0,15.43,194.22,81.66,19,4.49,MEDIUM
DP-1992,50.22,32.67,11.63,8.2,63.06,65.12,6,0,10.23,274.32,83.96,18,4.03,MEDIUM
DP-1993,18.34,15.72,5.29,7.57,31.47,14.57,6,3,10.36,141.36,74.84,60,1.05,HIGH
DP-1994,78.51,60.87,4.31,12.84,72.26,79.53,7,1,9.43,243.44,79.38,27,4.05,MEDIUM
DP-1995,35.55,41.37,2.01,13.96,5.96,40.34,6,0,15.3,285.8,83.83,29,3.9,MEDIUM
DP-1996,49.12,60.76,12.2,8.04,51.93,48.56,2,0,2.52,256.01,93.17,21,2.6,MEDIUM
DP-1997,33.63,38.97,0.97,16.99,23.79,52.41,5,2,5.69,249.91,72.61,22,2.92,HIGH
DP-1998,61.18,68.72,0.0,10.74,37.71,68.72,4,0,0.0,197.41,89.16,9,4.18,LOW
DP-1999,66.42,53.69,1.05,7.31,65.28,68.62,1,0,10.07,170.34,74.81,40,4.1,MEDIUM
DP-2000,46.47,33.33,1.26,0.0,55.95,45.47,7,0,0.0,203.34,80.64,46,2.73,MEDIUM
DP-2001,63.79,68.94,2.25,0.0,70.8,69.75,1,0,9.6,183.27,87.25,15,5.2,LOW
DP-2002,32.4,32.03,0.0,10.31,65.94,0.0,3,1,10.85,151.91,93.58,12,2.53,HIGH
DP-2003,68.27,69.27,3.04,11.01,89.59,68.09,1,0,0.0,111.87,84.2,17,5.46,LOW
DP-2004,72.45,74.47,0.0,6.65,58.96,69.38,1,0,7.57,223.13,77.03,53,4.68,LOW
DP-2005,71.64,82.72,0.0,0.0,50.18,53.56,2,0,10.41,113.67,80.58,41,6.23,LOW
DP-2006,77.37,79.46,0.0,1.02,73.26,68.91,1,0,0.0,136.56,77.77,16,5.31,LOW
DP-2007,87.96,86.98,2.53,0.0,79.98,100.0,4,0,4.94,219.89,93.74,19,6.01,LOW
DP-2008,77.72,72.19,0.0,13.64,90.93,83.52,1,0,8.31,254.14,76.54,37,4.77,LOW
DP-2009,53.98,67.58,3.49,8.9,73.64,54.18,5,0,22.88,341.04,82.97,27,4.59,MEDIUM
DP-2010,85.69,97.55,0.0,0.0,97.43,91.27,2,0,8.16,162.05,87.72,17,6.09,LOW
DP-2011,53.38,35.63,0.0,0.0,42.22,44.13,6,1,0.0,151.8,71.03,29,2.87,MEDIUM
DP-2012,36.77,48.85,23.75,13.9,41.86,43.58,4,1,14.1,177.85,73.73,62,3.18,HIGH
DP-2013,23.55,8.11,0.0,10.59,43.52,54.54,8,1,11.44,112.93,91.72,19,0.89,HIGH
DP-2014,24.35,19.87,0.0,14.76,26.95,30.37,8,0,17.99,259.64,78.98,28,2.46,HIGH
DP-2015,52.99,38.19,13.17,0.77,39.69,40.17,4,1,7.2,131.48,88.04,37,2.82,MEDIUM
DP-2016,53.29,69.49,1.87,4.29,42.29,51.82,6,1,8.79,211.61,91.84,29,4.62,MEDIUM
DP-2017,68.78,76.16,2.1,13.74,56.87,55.69,2,0,0.0,168.51,86.53,54,4.89,LOW
DP-2018,46.45,58.84,0.0,5.13,28.14,34.62,2,0,23.91,245.1,77.04,25,5.55,MEDIUM
DP-2019,45.45,41.43,0.0,14.12,14.27,59.43,7,0,7.15,128.6,86.17,4,3.33,HIGH
DP-2020,55.14,54.0,0.0,0.0,68.99,21.65,3,1,0.0,95.77,95.96,25,5.53,MEDIUM
DP-2021,52.95,58.53,0.45,2.59,60.42,51.12,4,1,22.33,186.39,88.57,74,4.48,MEDIUM
DP-2022,65.23,69.47,6.4,7.59,51.43,71.61,2,1,8.8,241.59,95.74,20,5.59,LOW
DP-2023,47.38,37.7,0.0,3.96,40.79,67.0,3,0,8.69,215.38,95.26,56,3.79,LOW
DP-2024,63.12,70.53,0.33,5.67,58.61,50.24,5,1,14.39,179.94,73.66,7,5.86,LOW
DP-2025,71.58,75.51,3.01,13.31,69.09,78.79,3,0,14.97,147.75,75.75,26,5.63,LOW
DP-2026,18.66,5.0,2.05,2.18,12.43,26.54,4,0,7.8,188.6,78.69,15,1.33,HIGH
DP-2027,23.67,29.7,12.19,10.84,43.17,1.62,8,0,9.38,153.78,75.83,35,2.18,HIGH
DP-2028,15.05,5.0,5.74,5.64,22.73,14.53,8,0,15.89,152.98,82.22,7,1.32,MEDIUM
DP-2029,64.88,75.36,5.27,0.0,73.13,62.25,3,0,14.35,221.33,82.01,34,6.47,MEDIUM
DP-2030,18.92,20.09,13.59,9.53,42.04,6.88,8,0,9.66,290.68,80.46,12,2.41,HIGH
DP-2031,54.52,42.43,0.0,0.0,55.61,62.48,7,1,8.43,213.55,85.07,33,4.61,HIGH
DP-2032,79.58,72.7,3.47,5.21,77.2,78.44,3,1,8.35,310.97,93.87,42,5.41,LOW
DP-2033,75.93,61.45,4.81,5.01,82.3,76.47,4,1,15.88,170.07,82.65,25,4.9,MEDIUM
DP-2034,43.04,52.19,6.1,18.31,40.84,43.0,4,0,12.32,80.0,75.66,64,4.74,MEDIUM
DP-2035,63.93,77.67,0.0,6.11,53.42,59.71,10,2,15.52,165.89,89.25,10,6.12,HIGH
DP-2036,46.97,44.46,0.0,10.71,50.04,41.23,5,0,0.0,156.41,90.21,13,4.08,LOW
DP-2037,46.34,46.55,5.17,10.01,31.03,40.41,2,0,7.32,175.87,83.44,21,3.44,MEDIUM
DP-2038,72.23,65.71,6.72,13.35,67.88,61.66,3,1,4.93,157.73,92.16,20,4.82,LOW
DP-2039,54.48,55.2,0.0,4.31,37.07,45.14,5,2,0.23,250.01,83.19,60,5.02,MEDIUM
DP-2040,70.05,45.26,8.71,1.76,75.66,75.36,5,2,5.2,248.89,83.57,28,2.77,MEDIUM
DP-2041,77.59,81.2,1.22,0.0,76.7,90.14,4,0,0.0,217.73,84.73,57,5.36,LOW
DP-2042,49.18,60.59,9.12,0.0,47.24,61.54,6,3,11.09,225.95,66.41,30,5.65,HIGH
DP-2043,43.46,33.96,0.17,10.17,45.15,46.01,8,3,15.61,232.78,80.04,103,2.16,HIGH
DP-2044,44.07,49.68,0.0,6.06,53.58,38.1,8,1,4.98,240.43,81.23,27,4.38,HIGH
DP-2045,57.07,57.64,0.91,2.8,45.71,47.14,5,0,4.72,121.72,88.82,9,5.05,LOW
DP-2046,22.07,5.35,0.5,6.83,27.92,10.49,4,1,12.98,233.01,83.81,22,2.07,HIGH
DP-2047,41.97,35.07,6.02,2.79,42.08,40.49,3,1,0.0,152.04,81.44,15,1.38,HIGH
DP-2048,55.23,67.57,0.0,0.0,60.2,41.29,7,1,6.77,216.46,92.72,36,5.03,MEDIUM
DP-2049,64.84,53.66,0.12,2.7,77.84,81.03,4,0,2.96,240.35,84.0,6,4.7,MEDIUM
DP-2050,64.59,50.08,8.34,13.18,55.48,44.95,4,1,16.65,81.87,79.05,47,3.79,MEDIUM
DP-2051,74.61,73.12,0.0,6.08,86.58,71.47,5,0,5.46,287.85,82.11,25,5.88,LOW
DP-2052,46.52,50.4,6.09,0.0,66.54,46.62,5,0,8.18,160.7,76.44,12,4.83,MEDIUM
DP-2053,71.87,78.0,9.09,0.81,66.12,59.94,3,0,12.36,311.47,81.15,17,5.32,LOW
DP-2054,68.86,62.52,0.0,11.98,59.49,76.37,3,0,7.94,326.98,78.62,30,4.06,LOW
DP-2055,49.33,60.17,6.05,6.32,63.56,19.19,3,1,5.0,158.46,85.78,13,5.11,LOW
DP-2056,66.71,80.59,0.0,0.0,72.29,78.33,4,0,8.14,201.81,90.26,27,6.46,LOW
DP-2057,45.75,38.72,3.26,5.22,53.01,30.63,1,0,10.68,172.99,91.55,27,3.59,LOW
